id,isbn,penulis,tahun,judul,gambar,stok
1810,399252517,Jacqueline Woodson,2014,Brown Girl Dreaming,https://images.gr-assets.com/books/1424308405m/20821284.jpg,17
1811,930289447,"Jim Starlin, Jim Aparo, Mike DeCarlo",1988,Batman: A Death in the Family,https://images.gr-assets.com/books/1327940363m/107032.jpg,19
1812,61119725,Eric Carle,1997,From Head to Toe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,31
1813,7158513,Dr. Seuss,1978,I Can Read with My Eyes Shut!,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,16
1814,1563896451,"Brian Azzarello, Eduardo Risso",1999,"100 Bullets, Vol. 1: First Shot, Last Call (100 bullets, #1)",https://images.gr-assets.com/books/1327888942m/94510.jpg,13
1815,1623420024,Alice Clayton,2012,Wallbanger,https://images.gr-assets.com/books/1352205960m/15858248.jpg,34
1816,8188575704,Ravinder Singh,2007,I Too Had A Love Story,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,10
1817,60082097,Philip Reeve,2001,Mortal Engines,https://images.gr-assets.com/books/1352173057m/287861.jpg,51
1818,1451636016,Sam Harris,2014,Waking Up: A Guide to Spirituality Without Religion,https://images.gr-assets.com/books/1415677308m/18774981.jpg,30
1819,811874559,"Avery Monsen, Jory John",2010,All My Friends Are Dead,https://images.gr-assets.com/books/1330386466m/8044557.jpg,11
1820,913668680,Mollie Katzen,1977,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",https://images.gr-assets.com/books/1344370160m/603422.jpg,15
1821,60638508,Martin Heidegger,1927,Sein und Zeit,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,81
1822,375724834,Jonathan Lethem,1999,Motherless Brooklyn,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,47
1823,375714383,Joy Adamson,1960,Born Free: A Lioness of Two Worlds,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,67
1824,312571259,Susan  Wilson,2010,One Good Dog,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,18
1825,039916927X,Sophia Amoruso,2014,,https://images.gr-assets.com/books/1390931472m/18667945.jpg,35
1826,1421534541,Eiichirō Oda,2005,ONE PIECE 38,https://images.gr-assets.com/books/1397155647m/6801614.jpg,18
1827,765348802,Steven Erikson,2001,Memories of Ice,https://images.gr-assets.com/books/1316729348m/175983.jpg,39
1828,1607061597,"John Layman, Rob Guillory",2009,Taster's Choice,https://images.gr-assets.com/books/1409985990m/6839093.jpg,14
1829,61120251,"Isabel Allende, Margaret Sayers Peden",1998,Hija de la fortuna,https://images.gr-assets.com/books/1299666780m/16527.jpg,126
1830,60584033,Janet Evanovich,2006,Motor Mouth,https://images.gr-assets.com/books/1479699584m/6426.jpg,37
1831,451218043,J.R. Ward,2006,"Lover Eternal (Black Dagger Brotherhood, #2)",https://images.gr-assets.com/books/1300845974m/35729.jpg,57
1832,743457900,John le Carré,1974,"Tinker, Tailor, Soldier, Spy",https://images.gr-assets.com/books/1327889127m/18989.jpg,195
1833,743482778,William Shakespeare,1601,"Twelfth Night; or, What You Will",https://images.gr-assets.com/books/1416628008m/1625.jpg,861
1834,345472446,Adriana Trigiani,2003,"Lucia, Lucia",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,33
1835,60958340,Irvin D. Yalom,1989,Love's Executioner & Other Tales of Psychotherapy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,50
1836,1427817693,"QuinRose, Soumei Hoshino",2008,Heart no Kuni no Alice  ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8
1837,9793600691,Raditya Dika,2005,Kambing Jantan: Sebuah Catatan Harian Pelajar Bodoh ,https://images.gr-assets.com/books/1406103629m/1242729.jpg,2
1838,842329250,"Tim LaHaye, Jerry B. Jenkins",1998,Soul Harvest: The World Takes Sides,https://images.gr-assets.com/books/1406513506m/228261.jpg,36
1839,156005204,"José Saramago, Giovanni Pontiero",1982,Memorial do Convento,https://images.gr-assets.com/books/1483229660m/2530.jpg,110
1840,312374976,Linda Castillo,2009,Sworn to Silence,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,42
1841,842329293,"Tim LaHaye, Jerry B. Jenkins",2000,The Indwelling: The Beast Takes Possession,https://images.gr-assets.com/books/1406508233m/85958.jpg,31
1842,446617687,Candace Bushnell,1996,Sex and the City,https://images.gr-assets.com/books/1344270731m/7455.jpg,91
1843,375713271,"Haruki Murakami, Jay Rubin",2000,神の子どもたちはみな踊る,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,81
1844,1400097037,Julian Barnes,2005,Arthur & George,https://images.gr-assets.com/books/1419234701m/45369.jpg,16
1845,857520199,S.J. Watson,2015,Second Life,https://images.gr-assets.com/books/1410793297m/17412188.jpg,71
1846,689847432,"Robert Sabuda, Lewis Carroll",2003,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,6
1847,380810336,David D. Burns,1980," Feeling Good: The New Mood Therapy",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,42
1848,802714625,"Dava Sobel, Neil Armstrong",1995,Longitude,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,79
1849,1416543686,Brad Thor,2002,The Lions of Lucerne,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,29
1850,62120395,Philipp Meyer,2012,The Son,https://images.gr-assets.com/books/1355349098m/16240761.jpg,53
1851,1400062756,Carol S. Dweck,2006,Mindset: The New Psychology of Success,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,49
1852,62041266,"Patrick deWitt, Marcelo Barbão",2011,The Sisters Brothers,https://images.gr-assets.com/books/1291999900m/9850443.jpg,66
1853,452287146,Jane Green,2004,The Other Woman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,44
1854,8188575658,"Durjoy Datta, Maanvi Ahuja",2008,of course i love you,https://images.gr-assets.com/books/1274597947m/7011879.jpg,7
1855,038573882X,Rob Buyea,2010,,https://images.gr-assets.com/books/1320456974m/7783920.jpg,19
1856,1442445807,Suzanne Young,2013,The Program,https://images.gr-assets.com/books/1344986164m/11366397.jpg,20
1857,1455530093,Mitchell Zuckoff,2014,13 Hours: The Inside Account of What Really Happened In Benghazi,https://images.gr-assets.com/books/1411493281m/22608582.jpg,34
1858,385315147,"Peter Høeg, Tiina Nunnally",1992,Frøken Smillas fornemmelse for sne,https://images.gr-assets.com/books/1485595488m/124509.jpg,140
1859,679723005,Alan W. Watts,1966,The Book on the Taboo Against Knowing Who You Are,https://images.gr-assets.com/books/1403166178m/60551.jpg,26
1860,385741774,Lauren Morrill,2012,Meant to Be,https://images.gr-assets.com/books/1331322901m/11721314.jpg,17
1861,159420571X,Celeste Ng,2014,Everything I Never Told You,https://images.gr-assets.com/books/1386795198m/18693763.jpg,62
1862,1501129740,Stephen King,2016,End of Watch,https://images.gr-assets.com/books/1468705472m/25526965.jpg,55
1863,1583485090,Willa Cather,1918,My Ántonia,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,501
1864,385323069,Christopher Paul Curtis,1999,"Bud, Not Buddy",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,51
1865,307237907,Karen Harper,1983,Passion's Reign,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11
1866,140369260,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992,Anne Frank: Beyond the Diary - A Photographic Remembrance,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12
1867,99282968,Kurt Vonnegut Jr.,1999,Bagombo Snuff Box,https://images.gr-assets.com/books/1327353727m/4984.jpg,28
1868,399167838,Marie Lu,2014,The Young Elites,https://images.gr-assets.com/books/1407318399m/20821111.jpg,39
1869,60548940,"Gregory Maguire, Douglas Smith",2011,,https://images.gr-assets.com/books/1370992585m/10594929.jpg,16
1870,618968474,"John D. Rateliff, J.R.R. Tolkien",2007,"The History of the Hobbit, Part One: Mr. Baggins",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3
1871,373210361,Julie Kagawa,2011,The Iron Knight,https://images.gr-assets.com/books/1375920888m/9659607.jpg,34
1872,373773552,Kristan Higgins,2009,Too Good To Be True,https://images.gr-assets.com/books/1388920769m/5024334.jpg,37
1873,99303744,Michael Crichton,1994,Disclosure,https://images.gr-assets.com/books/1398678136m/7675.jpg,83
1874,1936365537,David Byrne,2012,How Music Works,https://images.gr-assets.com/books/1340792878m/13235689.jpg,27
1875,399184511,Brit Bennett,2016,The Mothers,https://images.gr-assets.com/books/1460652458m/28815371.jpg,15
1876,425213617,Shayla Black,2007,Wicked Ties,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,23
1877,1592407331,Brené Brown,2012,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",https://images.gr-assets.com/books/1337110319m/13588356.jpg,44
1878,147673190X,Jeff Hobbs,2014,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,https://images.gr-assets.com/books/1420938377m/18775365.jpg,13
1879,61161640,Terry Pratchett,2007,Making Money,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,61
1880,446616621,Nelson DeMille,2004,Night Fall,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,66
1881,142003697,Ross King,2003,Michelangelo and the Pope's Ceiling,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,24
1882,316080845,"Yana Toboso, Tomo Kimura",2007,黒執事 I [Kuroshitsuji I],https://images.gr-assets.com/books/1336691148m/6690979.jpg,17
1883,1595143971,Beth Revis,2011,Across the Universe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,56
1884,1594487871,Sarah Vowell,2011,Unfamiliar Fishes,https://images.gr-assets.com/books/1311706005m/8857310.jpg,11
1885,99595818,George Saunders,1996,CivilWarLand in Bad Decline,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21
1886,045146091X,Jim Butcher,2005,Dead Beat,https://images.gr-assets.com/books/1345667776m/17683.jpg,30
1887,1452440026,Rebecca Donovan,2012,Barely Breathing,https://images.gr-assets.com/books/1347885288m/13454149.jpg,30
1888,393062627,Brady Udall,2010,The Lonely Polygamist,https://images.gr-assets.com/books/1459640976m/6944566.jpg,25
1889,670021652,Elizabeth Gilbert,2009,Committed: A Skeptic Makes Peace with Marriage,https://images.gr-assets.com/books/1472258183m/6728738.jpg,74
1890,393329127,Mary Roach,2005,Spook: Science Tackles the Afterlife,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,34
1891,1423171020,"Amie Kaufman, Meagan Spooner",2013,These Broken Stars,https://images.gr-assets.com/books/1383578978m/13138635.jpg,31
1892,307272702,Gary Taubes,2010,Why We Get Fat: And What to Do about It,https://images.gr-assets.com/books/1320563681m/8727466.jpg,29
1893,61728918,Candace Bushnell,2010,The Carrie Diaries,https://images.gr-assets.com/books/1366214548m/7091370.jpg,68
1894,1250034515,Jeffrey Archer,2015,Mightier Than the Sword,https://images.gr-assets.com/books/1407772906m/21853645.jpg,34
1895,031605755X,Daniel Woodrell,2006,Winter's Bone,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,44
1896,375422730,Alexander McCall Smith,2007,The Good Husband of Zebra Drive,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,55
1897,394820371,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,82
1898,307277771,W. Somerset Maugham,1925,The Painted Veil,https://images.gr-assets.com/books/1320421719m/99664.jpg,124
1899,671729470,V.C. Andrews,1980,Petals on the Wind,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,79
1900,151365040,Flannery O'Connor,1953,"A Good Man Is Hard to Find, and Other Stories",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1
1901,312305060,Michael Cunningham,1998,The Hours,https://images.gr-assets.com/books/1479663379m/11899.jpg,138
1902,096319254X,Anne Rice,1995,Memnoch The Devil,https://images.gr-assets.com/books/1301778006m/31338.jpg,61
1903,590224735,Ann M. Martin,1986,Kristy's Great Idea,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,37
1904,1569319472,Rumiko Takahashi,1997,犬夜叉 1,https://images.gr-assets.com/books/1288648681m/330744.jpg,16
1905,425173909,Agatha Christie,1953,After the Funeral ,https://images.gr-assets.com/books/1384881992m/527744.jpg,180
1906,140285679,Nick Hornby,1998,About a Boy,https://images.gr-assets.com/books/1382004144m/4271.jpg,138
1907,316407038,"James Patterson, Michael Ledwidge",2015,Alert,https://images.gr-assets.com/books/1424306640m/24396884.jpg,24
1908,374404143,Nancy Garden,1982,Annie on My Mind,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21
1909,039925482X,Andrea Cremer,2010,Nightshade,https://images.gr-assets.com/books/1333400218m/7402393.jpg,53
1910,031619008X,Gail Carriger,2013,Etiquette & Espionage,https://images.gr-assets.com/books/1331952557m/10874177.jpg,31
1911,038549565X,Hampton Sides,2001,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,https://images.gr-assets.com/books/1320454587m/94799.jpg,28
1912,141009829,Kathleen Winsor,1944,Forever Amber,https://images.gr-assets.com/books/1350464965m/5368.jpg,70
1913,553578529,Sara Donati,1998,Into the Wilderness,https://images.gr-assets.com/books/1320395200m/72854.jpg,27
1914,61131644,Erin Hunter,2007,Firestar's Quest,https://images.gr-assets.com/books/1363488985m/608906.jpg,30
1915,61094145,Clive Barker,1991,Imajica,https://images.gr-assets.com/books/1456717471m/52629.jpg,9
1916,316239992,"James Patterson, Emily Raymond",2013,First Love,https://images.gr-assets.com/books/1408925704m/17899392.jpg,50
1917,609804618,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",1998,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8
1918,312351747,Paul Neilan,2006,Apathy and Other Small Victories,https://images.gr-assets.com/books/1311996129m/97084.jpg,6
1919,140309276,Robert McCloskey,1942,Homer Price,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,24
1920,140280464,Ruth Ozeki,1998,My Year of Meats,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,34
1921,2081246333,Michel Houellebecq,2010,La Carte et le territoire,https://images.gr-assets.com/books/1498812783m/8710484.jpg,82
1922,582418275,John Grisham,1991,The Firm,https://images.gr-assets.com/books/1418465200m/5358.jpg,11
1923,038073186X,Dennis Lehane,2003,Shutter Island,https://images.gr-assets.com/books/1329269081m/21686.jpg,134
1924,752852612,Dashiell Hammett,1929,Red Harvest,https://images.gr-assets.com/books/1320423692m/30005.jpg,85
1925,312156960,Bernard Cornwell,1995,The Winter King,https://images.gr-assets.com/books/1311987677m/68520.jpg,80
1926,1400079098,Anne Lamott,1993,Operating Instructions: A Journal of My Son's First Year,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12
1927,307279901,P.D. James,1992,The Children of Men,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,80
1928,156030306,Daniel Keyes,1966,Flowers for Algernon,https://images.gr-assets.com/books/1367141311m/18373.jpg,163
1929,316043915,N.K. Jemisin,2010,The Hundred Thousand Kingdoms,https://images.gr-assets.com/books/1303143211m/6437061.jpg,40
1930,1421500167,Yuu Watase,0," 絶対彼氏 (Zettai Kareshi) 1",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9
1931,883681056,Brother Lawrence,1691,The Practice of the Presence of God,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,233
1932,553819879,Richelle Mead,2008,Thorn Queen,https://images.gr-assets.com/books/1304053865m/5996209.jpg,25
1933,446580260,Eric    Weiner,2008,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,34
1934,1862301387,Brian Jacques,1986,Redwall,https://images.gr-assets.com/books/1327877368m/7996.jpg,86
1935,374214913,Robin Sloan,2012,Mr. Penumbra's 24-Hour Bookstore,https://images.gr-assets.com/books/1345089845m/13538873.jpg,88
1936,042510687X,Robin Cook,1987,Outbreak,https://images.gr-assets.com/books/1344166275m/259538.jpg,55
1937,310919797,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,183
1938,125011117X,Sarah Pinborough,2017,Behind Her Eyes,https://images.gr-assets.com/books/1485279813m/28965131.jpg,30
1939,689840926,Gary Paulsen,1986,Hatchet,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,93
1940,451222385,Rachel Caine,2007,Midnight Alley,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,42
1941,316075558,Brent Weeks,2010,The Black Prism,https://images.gr-assets.com/books/1327921884m/7165300.jpg,42
1942,1932100660,"T. Colin Campbell, Thomas M. Campbell II",2001,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health",https://images.gr-assets.com/books/1376474019m/178788.jpg,55
